"scss/title/account__block-content__list__current_background-color","Culoare fundal link stare activă bloc lateral"
"scss/help/data-table_border-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/font_base",""
"scss/help/font-family-base","http://www.w3.org/wiki/CSS/Properties/font-family"
"scss/help/font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/font-style","http://www.w3.org/wiki/CSS/Properties/font-style"
"scss/help/font-weight","http://www.w3.org/wiki/CSS/Properties/font-weight"
"scss/help/google_fonts","https://developers.google.com/fonts/"
"scss/help/header_separator-line_border-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/input-text_background-color","http://www.w3.org/wiki/CSS/Properties/text-align"
"scss/help/input-text_border",""
"scss/help/input-text_border-color","http://www.w3.org/wiki/CSS/Properties/border-color"
"scss/help/letter-spacing",""
"scss/help/line-height","http://www.w3.org/wiki/CSS/Properties/line-height"
"scss/help/message--error__background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/message--notice_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/message--success_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/mini-cart__block-content_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/mini-cart__block-content_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/mini-cart__link_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/mini-cart__link--hover_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/nav__button_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/nav__button_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/nav__button_font",""
"scss/help/nav__button_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/nav__button_font-weight","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/nav__button_text-transform","http://www.w3.org/wiki/CSS/Properties/text-transform"
"scss/help/nav--primary__level0-link_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/nav--primary__level0-link_font",""
"scss/help/nav--primary__level0-link_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/nav--primary__level0-link_font-weight","http://www.w3.org/wiki/CSS/Properties/font-weight"
"scss/help/nav--primary__level0-link_line-height","http://www.w3.org/wiki/CSS/Properties/line-height"
"scss/help/nav--primary__level0-link_padding","http://www.w3.org/wiki/CSS/Properties/padding"
"scss/help/nav--primary__level0-link_padding-right","http://www.w3.org/wiki/CSS/Properties/padding-right"
"scss/help/nav--primary__level0-link_padding-top","http://www.w3.org/wiki/CSS/Properties/padding-top"
"scss/help/nav--primary__level0-link_text-transform","http://www.w3.org/wiki/CSS/Properties/text-transform"
"scss/help/nav--primary__level0-link--hover_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/nav--primary__level0-list_padding-global","http://www.w3.org/wiki/CSS/Properties/padding-top"
"scss/help/nav--primary__level0-list-separator_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/nav--primary__level1-link_font",""
"scss/help/nav--primary__level1-link_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/nav--primary__level1-link_font-weight","http://www.w3.org/wiki/CSS/Properties/font-weight"
"scss/help/nav--primary__level1-link_line-height","http://www.w3.org/wiki/CSS/Properties/line-height"
"scss/help/nav--primary__level1-link_text-transform","http://www.w3.org/wiki/CSS/Properties/text-transform"
"scss/help/nav--primary__level2_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/nav--primary__level2-link_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/nav--primary__level2-link_font",""
"scss/help/nav--primary__level2-link_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/nav--primary__level2-link_font-weight","http://www.w3.org/wiki/CSS/Properties/font-weight"
"scss/help/nav--primary__level2-link_padding","http://www.w3.org/wiki/CSS/Properties/padding"
"scss/help/nav--primary__level2-link_padding-right","http://www.w3.org/wiki/CSS/Properties/padding-right"
"scss/help/nav--primary__level2-link_padding-top","http://www.w3.org/wiki/CSS/Properties/padding-top"
"scss/help/nav--primary__level2-link_text-transform","http://www.w3.org/wiki/CSS/Properties/text-transform"
"scss/help/nav--primary__level3_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/nav--primary__level3-link_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/nav--primary__level3-link_font",""
"scss/help/nav--primary__level3-link_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/nav--primary__level3-link_font-weight","http://www.w3.org/wiki/CSS/Properties/font-weight"
"scss/help/nav--primary__level3-link_padding","http://www.w3.org/wiki/CSS/Properties/padding"
"scss/help/nav--primary__level3-link_padding-right","http://www.w3.org/wiki/CSS/Properties/padding-right"
"scss/help/nav--primary__level3-link_padding-top","http://www.w3.org/wiki/CSS/Properties/padding-top"
"scss/help/nav--primary__level3-link_text-transform","http://www.w3.org/wiki/CSS/Properties/text-transform"
"scss/help/nav--primary__level4_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/nav--primary__level4-link_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/nav--primary__level4-link_font",""
"scss/help/nav--primary__level4-link_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/nav--primary__level4-link_font-weight","http://www.w3.org/wiki/CSS/Properties/font-weight"
"scss/help/nav--primary__level4-link_padding","http://www.w3.org/wiki/CSS/Properties/padding"
"scss/help/nav--primary__level4-link_padding-right","http://www.w3.org/wiki/CSS/Properties/padding-right"
"scss/help/nav--primary__level4-link_padding-top","http://www.w3.org/wiki/CSS/Properties/padding-top"
"scss/help/nav--primary__level4-link_text-transform","http://www.w3.org/wiki/CSS/Properties/text-transform"
"scss/help/nav--primary__submenu_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/nav--primary__submenu_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/nav--primary__ul-level0-link_padding","http://www.w3.org/wiki/CSS/Properties/padding"
"scss/help/nav--primary_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page_size",""
"scss/help/page-container_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page-footer__link--hover_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page-footer__marketing-box--newsletter_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page-footer__marketing-box--shipping_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page-footer__marketing-box--support_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page-footer_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page-footer_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page-footer_link-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page-header_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page-header_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page-header_link_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page-main_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page-main_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page-subtitle_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page-subtitle_font",""
"scss/help/page-subtitle_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/page-title_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/page-title_font",""
"scss/help/page-title_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/preloader__cicle-1_stroke","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/preloader__cicle-2_stroke","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/product_price_font",""
"scss/help/product_price_list_font",""
"scss/help/product_title_font",""
"scss/help/product-category__title_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/product-category__title_font",""
"scss/help/product-category__title_font-family","http://www.w3.org/wiki/CSS/Properties/font-family"
"scss/help/product-category__title_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/product-category__title_font-style","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/product-category__title_font-weight","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/product-compare__item__product-image_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/product-view__add-to-cart__button_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/product-view__add-to-cart__button_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/product-view__add-to-cart__button_font",""
"scss/help/product-view__add-to-cart__button_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/product-view__add-to-cart__button_font-weight","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/product-view__add-to-cart__button_text-transform","http://www.w3.org/wiki/CSS/Properties/text-transform"
"scss/help/product-view__add-to-cart__input_display","http://www.w3.org/wiki/CSS/Properties/display"
"scss/help/product-view__availability__font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/product-view__availability__font-weight","http://www.w3.org/wiki/CSS/Properties/font-weight"
"scss/help/product-view__availability__in-stock_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/product-view__availability__out-of-stock_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/product-view__availability_display","http://www.w3.org/wiki/CSS/Properties/display"
"scss/help/product-view__availability_font",""
"scss/help/product-view__availability_text-transform","http://www.w3.org/wiki/CSS/Properties/text-transform"
"scss/help/product-view__price_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/product-view__price_font-family","http://www.w3.org/wiki/CSS/Properties/font-family"
"scss/help/product-view__price_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/product-view__price_font-style","http://www.w3.org/wiki/CSS/Properties/font-style"
"scss/help/product-view__price_font-weight","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/product-view__price_line-height","http://www.w3.org/wiki/CSS/Properties/line-height"
"scss/help/product-view__product-collateral__list__item_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/product-view__product-collateral__list__item-active_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/product-view__product-collateral__list__item-active_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/product-view__product-image_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/product-view__product-name_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/product-view__product-name_font-family","http://www.w3.org/wiki/CSS/Properties/font-family"
"scss/help/product-view__product-name_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/product-view__product-name_font-style","http://www.w3.org/wiki/CSS/Properties/font-style"
"scss/help/product-view__product-name_font-weight","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/product-view__product-name_line-height","http://www.w3.org/wiki/CSS/Properties/line-height"
"scss/help/product-view__product-name_text-transform","http://www.w3.org/wiki/CSS/Properties/text-transform"
"scss/help/product-view__product-options__required_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/product-view__product-options__required_font",""
"scss/help/product-view__product-options__required_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/product-view__product-options__required_text-transform","http://www.w3.org/wiki/CSS/Properties/text-transform"
"scss/help/product-view__product-shop__breadcrumbs_display","http://www.w3.org/wiki/CSS/Properties/display"
"scss/help/product-view__sku_display","http://www.w3.org/wiki/CSS/Properties/display"
"scss/help/products-grid__item__characteristics_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/products-grid__item__price_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/products-grid__item__price_font-family","http://www.w3.org/wiki/CSS/Properties/font-family"
"scss/help/products-grid__item__price_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/products-grid__item__price_font-style","http://www.w3.org/wiki/CSS/Properties/font-style"
"scss/help/products-grid__item__price_font-weight","http://www.w3.org/wiki/CSS/Properties/font-weight"
"scss/help/products-grid__item__price_line-height","http://www.w3.org/wiki/CSS/Properties/line-height"
"scss/help/products-grid__item__product-box_text-align","http://www.w3.org/wiki/CSS/Properties/text-align"
"scss/help/products-grid__item__product-name_color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/products-grid__item__product-name_font",""
"scss/help/products-grid__item__product-name_font-family","http://www.w3.org/wiki/CSS/Properties/font-family"
"scss/help/products-grid__item__product-name_font-size","http://www.w3.org/wiki/CSS/Properties/font-size"
"scss/help/products-grid__item__product-name_font-style","http://www.w3.org/wiki/CSS/Properties/font-style"
"scss/help/products-grid__item__product-name_font-weight","http://www.w3.org/wiki/CSS/Properties/font-weight"
"scss/help/products-grid__item__product-name_line-height","http://www.w3.org/wiki/CSS/Properties/line-height"
"scss/help/products-grid__item__product-name_text-transform","http://www.w3.org/wiki/CSS/Properties/text-transform"
"scss/help/products-grid__item__tax-details_display","http://www.w3.org/wiki/CSS/Properties/display"
"scss/help/products-grid__item-inner_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/products-list__item__actions_margin","http://www.w3.org/wiki/CSS/Properties/margin"
"scss/help/products-list__item__actions_margin-top","http://www.w3.org/wiki/CSS/Properties/margin-top"
"scss/help/products-list__item__price_margin","http://www.w3.org/wiki/CSS/Properties/margin"
"scss/help/products-list__item__price_margin-bottom","http://www.w3.org/wiki/CSS/Properties/margin-bottom"
"scss/help/products-list__item__product-box_text-align","http://www.w3.org/wiki/CSS/Properties/text-align"
"scss/help/products-list__item__product-image_background-color","http://www.w3.org/wiki/CSS/Properties/color"
"scss/help/products-list__item__product-name_margin","http://www.w3.org/wiki/CSS/Properties/margin"
"scss/help/products-list__item__product-name_margin-bottom","http://www.w3.org/wiki/CSS/Properties/margin-bottom"
"scss/help/products-list__product-box_text-align","http://www.w3.org/wiki/CSS/Properties/text-align"
"scss/help/input-text_border",""
"scss/help/input-text_border-color","http://www.w3.org/wiki/CSS/Properties/border-color"
"scss/help/input-text_background-color","http://www.w3.org/wiki/CSS/Properties/text-align"
"scss/fieldset/actions_list_mode","Acţiuni (mod listă)"
"scss/fieldset/add_to_cart_button","Buton ""Adăugare în coş"""
"scss/fieldset/add_to_cart_quantity","Cantitate de adăugat în coş"
"scss/fieldset/aside_block_title","Titlu bloc lateral"
"scss/fieldset/availability","Disponibilitate"
"scss/fieldset/badges","Etichete"
"scss/fieldset/breadcrumbs","Cale pagină"
"scss/fieldset/button_checkout","Buton finalizare comandă"
"scss/fieldset/button_discount","Buton reducere"
"scss/fieldset/buttons","Butone"
"scss/fieldset/characteristics","Caracteristici"
"scss/fieldset/characteristics_eg_label_sku","Caracteristici (ex: etichetă, SKU)"
"scss/fieldset/characteristics_eg_label_sku_tax","Caracteristici (ex: etichetă, SKU, taxe)"
"scss/fieldset/colors","Culori"
"scss/fieldset/compare","Comparare"
"scss/fieldset/fonts","Fonturi"
"scss/fieldset/general","General"
"scss/fieldset/header_links","Link-uri header"
"scss/fieldset/header_mini_cart","Mini-Coş din header"
"scss/fieldset/headlines","Titluri"
"scss/fieldset/image","Imagine"
"scss/fieldset/inputs","Input-uri"
"scss/fieldset/item","Articol"
"scss/fieldset/layered-nav","Navigație stratificată"
"scss/fieldset/main_content","Conţinut principal"
"scss/fieldset/marketing_footer","Footer Marketing"
"scss/fieldset/messages","Mesaje"
"scss/fieldset/navigation","Meniu"
"scss/fieldset/navigation_button","Buton meniu"
"scss/fieldset/navigation_fifth_level","Meniu nivel 5"
"scss/fieldset/navigation_first_level","Meniu nivel 1"
"scss/fieldset/navigation_fourth_level","Meniu nivel 4"
"scss/fieldset/navigation_second_level","Meniu nivel 2"
"scss/fieldset/navigation_third_level","Meniu nivel 3"
"scss/fieldset/page","Pagină"
"scss/fieldset/page_title","Titlu pagină"
"scss/fieldset/preloader","Animaţie încărcare pagină"
"scss/fieldset/price","Preţ"
"scss/fieldset/price_list_mode","Preţ (mod listă)"
"scss/fieldset/product_image","Imagine produs"
"scss/fieldset/product_options_eg_article_size_color","Opţiuni produs (ex: mărime articol, culoare)"
"scss/fieldset/product_price","Preţ produs"
"scss/fieldset/product_title","Titlu produs"
"scss/fieldset/product_title_list_mode","Titlu produs (mod listă)"
"scss/fieldset/progress_title","Titlu progres"
"scss/fieldset/step_radio_buttons","Butoane radio din paşi comandă"
"scss/fieldset/step_buttons","Butoane din paşi comandă"
"scss/title/checkout-onepage__buttons_radio_background-color","Culoare fundal"
"scss/title/checkout-onepage__buttons_radio_color","Culoare text"
"scss/title/checkout-onepage__radio_buttons_border","Grosime Border"
"scss/title/checkout-onepage__buttons_radio_border-color","Culoare Border"
"scss/title/checkout-onepage__buttons_radio_border-active-color","Culoare Border buton activ/hover"
"scss/title/checkout-onepage__radio_buttons_font","Font"
"scss/fieldset/step_title","Titlu paşi comandă"
"scss/fieldset/tables","Tabele"
"scss/fieldset/tabs","Taburi"
"scss/fieldset/title","Titlu"
"scss/fieldset/totals","Total"
"scss/fieldset/wishlist_compare_links","Link-uri Listă de dorinţe / Comparare"
"scss/fieldset/inputs","Input-uri"
"scss/tab/cart","Coş"
"scss/tab/category_page_search_results","Pagină categorie & rezultate căutare"
"scss/tab/checkout","Finalizare comandă"
"scss/tab/footer","Footer"
"scss/tab/general","General"
"scss/tab/header","Header"
"scss/tab/modules","Module"
"scss/tab/my_account","Contul meu"
"scss/tab/product_details","Detalii produs"
"scss/fieldset/step_forms","Formulare din paşi comandă"
"scss/title/checkout-onepage__form_border","Border formular"
"scss/title/checkout-onepage__form_border-color","Culoare border formular"
"scss/title/checkout-onepage__form_background-color","Culoare fundal formular"
"scss/title/checkout-onepage__form_label-color","Culoarea Etichetă"
"scss/title/checkout-onepage__form_label_font","Font Etichetă"
"scss/title/checkout-onepage__form_input-color","Culoarea input-uri"
"scss/title/checkout-onepage__form_input_border","Border input-uri"
"scss/title/checkout-onepage__form_input_border-color","Culoare border input-uri"
"scss/title/checkout-onepage__form_input_font","Font input-uri"
"scss/title/checkout-onepage__progress-complete-title_color","Culoare text titlu activ"
"scss/title/checkout-onepage__progress-title_border","Grosime Border"
"scss/title/checkout-onepage__progress-title_border-color","Culoare Border"
"scss/title/checkout-onepage__progress-complete-title_border-color","Culoare border titlu activ"
"scss/fieldset/register_title","Titlu pagină Înregistrare/Logare"
"scss/title/register__block-content__title_color","Culoare"
"scss/title/register__block-content__title_font","Font"
"scss/fieldset/register_form","Formular pagina Înregistrare/Logare"
"scss/title/register__block-content__form_background-color","Culoare fundal formular"
"scss/title/register__block-content__form_border","Border formular"
"scss/title/register__block-content__form_border-color","Culoare border formular"
"scss/title/register__block-content__form_label-color","Culoare Label"
"scss/title/register__block-content__form_label_font","Font Label"
"scss/title/register__block-content__form_input-color","Culoare Input-uri"
"scss/title/register__block-content__form_input_border","Border Input-uri"
"scss/title/register__block-content__form_input_border-color","Culoare border Input-uri"
"scss/title/register__block-content__form_input_font","Font Input-uri"
"scss/title/register__block-content__form_button-background-color","Culoare fundal buton"
"scss/title/register__block-content__form_button-color","Culoare buton"
"scss/title/register__block-content__form_button-font","Font buton"
"scss/fieldset/sidebar_navigation","Meniu lateral contul meu"
"scss/fieldset/my_account_content","Continut principal contul meu"
"scss/title/account__block-content_border-color","Culoare border"
"scss/title/account__block-content__title_background-color","Culoare de fundal titlu"
"scss/title/account__block-content__title-color","Culoare titlu"
"scss/title/account__block-content__title-font","Font titlu"
"scss/title/account__block-content__list-font","Font link-uri meniu"
"scss/title/account__block-content__subtitle-color","Culoare subtitlu"
"scss/title/account__block-content__subtitle-font","Font subtitlu"
"scss/title/account__block-content__panel_title-color","Culoare titlu panou"
"scss/title/account__block-content__panel_title-font","Font titlu panou"
"scss/title/account__block-content__text-color","Culoare text"
"scss/title/account__block-content__text-font","Font text"
"scss/title/account__block-content__button-color","Culoare buton"
"scss/title/account__block-content__button-font","Font buton"
"scss/title/account__block-content__sidebar_title-color","Culoare titlu"
"scss/title/account__block-content_button_border-color","Culoare border buton"
"layout/title/product_view_tabs_orientation","Orientare Taburi"
"layout/options/product_view_tabs_orientation/1","Orizontal"
"layout/options/product_view_tabs_orientation/2","Vertical"
"scss/title/empty_cart-title-color","Culoare titlu cos gol"
"scss/title/empty_cart-title-font","Font Titlu cos gol"
"scss/title/empty_cart-button-color","Culoare buton cos gol"
"scss/title/empty_cart-button-background-color","Culoare fundal buton cos gol"
"scss/title/empty_cart-button-hover-color","Culoare actiune buton cos gol"
"scss/title/empty_cart-button-hover-background-color","Culoare fundal actiune buton cos gol"
"scss/title/empty_cart-button-font","Font buton cos gol"
"scss/fieldset/empty_cart","Cos gol"
"layout/title/checkout_view_new_layout","Incarcare layout nou pentru finalizare comanda"
"layout/tab/my_account","Contul meu"
"layout/title/my_account_register_new_layout","Incarcare layout nou pentru pagina de inregistrare"
"layout/title/my_account_login_new_layout","Incarcare layout nou pentru pagina de logare"
"scss/title/product-view__product-collateral-group-name_background-color","Culoare fundal Grup Atribute"
"scss/title/product-view__product-collateral-group-name_color","Culoare Grup Attribute"
"scss/title/product-view__product-collateral-group-name_font","Font Grup Atribute"
"layout/title/my_account_customer_new_layout","Incarcare layout nou pentru sectiunea contul meu"
"scss/title/mini-cart-button-view-color","Culoare buton vezi cos"
"scss/title/mini-cart-button-view_background-color","Culoare fundal buton vezi cos"
"scss/title/mini-cart-button-proceed-color","Culoare buton finalizeaza comanda"
"scss/title/mini-cart-button-proceed_background-color","Culoare fundal buton finalizeaza comanda"
"scss/title/mini-cart-button__border","Border butoane mini cart"
"scss/title/mini-cart-button-view__border-color","Culoare border buton vezi cos"
"scss/title/mini-cart-button-proceed__border-color","Culoare border buton finalizeaza comanda"
"scss/title/mini-cart-button_font","Font butoane mini cart"
"scss/fieldset/shopping_cart_table","Butoane tabel cos cumparaturi"
"scss/title/shopping-cart-table-button-empty-color","Culoare buton golire cos"
"scss/title/shopping-cart-table-button-empty_background-color","Culoare fundal buton golire cos"
"scss/title/shopping-cart-table-button-update-color","Culoare buton actualizare cos"
"scss/title/shopping-cart-table-button-update_background-color","Culoare fundal buton actualizare cos"
"scss/title/shopping-cart-table-button_border","Border butoane tabel cos cumparaturi"
"scss/title/shopping-cart-table-button-empty_border-color","Culoare border buton golire cos"
"scss/title/shopping-cart-table-button-update_border-color","Culoare border butin actualizare cos"
"scss/title/shopping-cart-table-button_font","Font butoane tabel cos cumparaturi"
"scss/title/button-action_border","Border"
"scss/title/button-action_border-color","Culoare Border"
"scss/title/button-action_hover_border-color","Culoare Border la acţiune"
"scss/title/button-action_font","Font"
"scss/title/cart__btn-checkout_hover_background-color","Culoare fundal la acţiune"
"scss/title/cart__btn-checkout_hover_color","Culoare buton la acţiune"
"scss/title/cart__btn-checkout_border","Border buton"
"scss/title/cart__btn-checkout_border-color","Culoare border buton"
"scss/title/cart__btn-checkout_hover_border-color","Culoare border buton la acţiune"
"scss/title/cart__btn-checkout_font","Font buton"