" Select Shipping Method"," Seleccione un método de envío"
"<br/>Trace confirmation request:<br/>%s","<br/>Localizar petición de confirmación:<br/>%s"
"Access Key","Clave de acceso"
"Access Key ID","ID de clave de acceso"
"Amazon Simple Pay","Amazon Simple Pay"
"Amazon Simple Pay notification error","Error de notificación de pago Amazon Simple Pay"
"Amazon Simple Pay service capture confirmation error: confirmation request amount is not equal to the amount of order.","Error de servicio de captura de confirmación de Amazon Simple pay: la cantidad de la solicitud de confirmación no es igual a la cantidad del pedido."
"Amazon Simple Pay service capture confirmation error: the amount in the existing invoice does not match the amount in the confirmation request.","Error de servicio de captura de confirmación de Amazon Simple pay: la cantidad en la factura existente no coincide con la cantidad de la solicitud de confirmación."
"Amazon Simple Pay service capture confirmation error: the existing transaction ID does not match the transaction ID in the confirmation request.","Error de servicio de captura de confirmación de Amazon Simple pay: el identificador de transacción existente no coincide con el identificador de transacción en la solicitud de confirmación."
"Amazon Simple Pay service capture confirmation. The invoice was captured automatically.","Error de servicio de captura de confirmación de Amazon Simple pay. La factura fue capturada automáticamente."
"Amazon Simple Pay service confirmation error: order states sequence violation.","Error de servicio de confirmación de Amazon Simple pay: el pedido declara una secuencia de violación."
"Amazon Simple Pay service confirmation error: the order currency does not match the currency of the IPN request.","Error de confirmación de servicio de Amazon Simple Pay: la moneda del pedido no coincide con la moneda de la solicitud IPN."
"Amazon Simple Pay service confirmation error: the order specified in the IPN request cannot be found.","Error de confirmación de servicio de Amazon Simple Pay: no se puede encontrar el pedido especificado en la solicitud IPN."
"Amazon Simple Pay service confirmation error: the payment method in the order is not Amazon Simple Pay.","Error de confirmación de servicio de Amazon Simple Pay: el método de pago en el pedido no es Amazon Simple Pay."
"Amazon Simple Pay service confirmed capture for invoice %s.","El servicio de Amazon Simple Pay confirma la captura de factura %s."
"Amazon Simple Pay service confirmed refund for credit memo %s.","Servicio de Amazon Simple Pay confirma el reembolso de la nota de crédito %s."
"Amazon Simple Pay service has confirmed amount authorization.","Servicio de Amazon Simple Pay ha confirmado la autorización de la cantidad."
"Amazon Simple Pay service has confirmed cancelation.","Servicio de Amazon Simple Pay ha confirmado la cancelación."
"Amazon Simple Pay service has confirmed capture for invoice %s. The invoice was automatically captured.","Servicio de Amazon Simple Pay ha confirmado la captura de factura %s. La factura se capturó automáticamente."
"Amazon Simple Pay service has confirmed capture initiation.","Servicio de Amazon Simple Pay ha confirmado la captura de iniciación."
"Amazon Simple Pay service has confirmed capture.","Servicio de Amazon Simple Pay ha confirmado la captura."
"Amazon Simple Pay service has confirmed payment capture. Invoice %s was automatically created after confirmation.","Servicio de Amazon Simple Pay ha confirmado la captura de pago. La factura %s se creó automáticamente después de la confirmación."
"Amazon Simple Pay service has confirmed payment capture. Invoice was created automatically.","Servicio de Amazon Simple Pay ha confirmado la captura de pago. La factura se creó automáticamente."
"Amazon Simple Pay service has confirmed payment refund. Credit memo %s was automatically created after confirmation.","Servicio de Amazon Simple Pay ha confirmado el reembolso del pago. La Nota de crédito se creó %s automáticamente después de la confirmación."
"Amazon Simple Pay service has confirmed payment refund. Credit memo was created automatically.","Servicio de Amazon Simple Pay ha confirmado el reembolso del pago. La Nota de crédito se creó automáticamente."
"Amazon Simple Pay service has confirmed payment refund. The credit memo was created automatically.","Servicio de Amazon Simple Pay ha confirmado el reembolso del pago. La Nota de crédito se creó automáticamente."
"Amazon Simple Pay service has confirmed refund.","Servicio de Amazon Simple Pay ha confirmado el reembolso del pago."
"Amazon Simple Pay service has confirmed refund. The credit memo was processed automatically.","Servicio de Amazon Simple Pay ha confirmado el reembolso del pago. La Nota de crédito se procesó automáticamente."
"Amazon Simple Pay service has confirmed refunded credit memo %s. The credit memo was processed automatically.","Servicio de Amazon Simple Pay ha confirmado el reembolso del pago de la Nota de crédito %s. La Nota de Crédito se procesó automáticamente."
"Amazon Simple Pay service is not available. Payment was not processed.","Servicio de Amazon Simple Pay no está disponible. El pago no se ha procesado."
"Amazon Simple Pay service payment confirmation has failed.","La confirmación de pago de servicio de Amazon Simple Pay ha fallado."
"Amazon Simple Pay service refund confirmation error: the amount in the existing creditmemo does not match the amount in the confirmation request.","Error de confirmación de reembolso del servicio Amazon Simple Pay: la cantidad de la Nota de Crédito existente no coincide con la cantidad en la solicitud de confirmación."
"Amazon Simple Pay service refund confirmation error: the confirmation request amount does not match the order amount.","Error de confirmación de reembolso del servicio Amazon Simple Pay: la cantidad de la solicitud de confirmación no coincide con la cantidad del pedido."
"Amazon Simple Pay service refund confirmation error: the transaction ID in the existing creditmemo does not match the transaction ID in the confirmation request.","Error de confirmación de reembolso del servicio Amazon Simple Pay: el identificador de transacción en la Nota de Crédito existente no coincide con el identificador de transacción en la solicitud de confirmación."
"Authorize Only","Sólo autorizar"
"Authorize and Capture","Autorizar y capturar"
"Cancel Description","Cancelar descripción"
"Cancel Order Notification received from Checkout by Amazon service.","Cancelar Notificación de Pedido recibido desde el servicio de Checkout by Amazon."
"Checkout by Amazon","Pagar con Amazon"
"Continue Shopping","Continuar comprando"
"Customer was redirected to Amazon Simple Pay site","Cliente redirigido a Amazon Simple Pay"
"Debug","Depurar"
"Debug Log","Registro de depuración"
"Email Sender","Remitente de correo electrónico"
"Enable","Habilitar"
"Error Log","Registro de Errores"
"FPS Sandbox Service URI","URI de servicio FPS Sandbox"
"FPS Service URI","FPS Service URI"
"Immediate Return","Devolución inmediata"
"Invalid action code.","Código de acción no válido."
"Invalid request.","Solicitud no válida."
"Invoice was created with Checkout by Amazon.","La factura se creó con Checkout by Amazon."
"Merchant ID","ID de comerciante"
"Merchant Login","Iniciar sesión como comerciante"
"Merchant Name","Nombre del comerciante"
"Merchant Password","Contraseña del comerciante"
"Merchant Token","Token de comerciante"
"Method Choice Checkout Message","Method Choice Checkout Message"
"New Order Notification received from Checkout by Amazon service.","Notificación de Nuevo Pedido recibiido desde el servicio Checkout by Amazon."
"New Order Status","Estado del Nuevo Pedido"
"Notification Error Transactional Email","Notificación de error de Email Transaccional"
"Order Ready To Ship Notification received form Checkout by Amazon service.","Notificación de Pedido Listo para Envío recibida desde el servicio Checkout de Amazon."
"Order was canceled with Checkout by Amazon.","Pedido anulado con Checkout de Amazon."
"Payment Action","Acción de pago"
"Payment Description","Descripción de pago"
"Payment Sandbox Service URI","Payment Sandbox Service URI"
"Payment Service URI","Payment Service URI"
"Payment authorization canceled with Amazon Simple Pay service.","Autorización de Pago cancelado con el servicio de Amazon Simple Pay."
"Pending Amazon Simple Pay","Amazon Simple Pay pendiente"
"Redirect Message","Redirigir Mensaje"
"Refund Description","Descripción del reembolso"
"Refund was created with Checkout by Amazon.","Reembolso creado con Checkout by Amazon."
"Report Email","Correo electrónico del informe"
"Report Error to Email","Enviar Informe de Error al correo electrónico"
"Response body is not a valid FPS response.","Cuerpo de la respuesta no es una respuesta válida de FPS."
"SUCCESS","ÉXITO"
"Sandbox","Sandbox"
"Secret Key","Clave Secreta"
"Secret Key ID","ID de clave secreta"
"Shipment was created with Checkout by Amazon.","Envío creado con Checkout by Amazon."
"Thank you for your purchase!","Gracias por su compra!"
"The customer has canceled payment and successfully returned from Amazon Simple Pay site","El cliente ha cancelado el pago y regresa con éxito de Amazon Simple Pay"
"The customer has successfully returned from Amazon Simple Pay site","El cliente ha regresado con éxito de Amazon Simple Pay"
"The invoice was created (online capture). Waiting for capture confirmation from Amazon Simple Pay service.","La factura fue creada (captura en línea). Esperando confirmación de captura desde Amazon Simple Pay."
"The invoice was not refunded. Amazon Simple Pay service error: [%s] %s","La factura no fue reembolsada. Error de servicio de Amazon Simple Pay: [%s] %s"
"The item specified in callback request XML was not found in quote.","Das in der Rückrufbitte XML angegebene Element wurde nicht gefunden."
"The order was not canceled. Amazon Simple Pay service error: [%s] %s","Pedido no anulado. Error del servicio de Amazon Simple Pay: [%s] %s"
"The order was not captured online. Authorization confirmation is required.","El pedido no fue capturado en línea. Se requiere confirmación de autorización."
"The order was not captured. Amazon Simple Pay service error: [%s] %s","El pedido no fue capturado. Error de servicio de Amazon Simple Pay: [%s] %s"
"The payment was captured online with Amazon Simple Pay service. The invoice was created. Waiting for capture confirmation from the payment service.","El pago fue capturado en línea con Amazon Simple Pay. La factura fue creada. Esperando confirmación de captura desde el servicio de pago."
"The payment was refunded online with Amazon Simple Pay service. The credit memo was created. Waiting for refund confirmation from Amazon Simple Pay service.","El pago fue reembolsado en línea con Amazon Simple Pay. Se creó la nota de crédito. Esperando confirmación de reembolso del servicio de Amazon Simple Pay."
"The payment was refunded online. Waiting for refund confirmation from Amazon Simple Pay service.","El pago fue reembolsado en línea. Esperando confirmación de reembolso del servicio Amazon Simple Pay."
"The request is not a valid IPN request.","La solicitud no es una solicitud IPN válida."
"The request was signed incorrectly or the signature is missing.","La solicitud fue firmada incorrectamente o falta la firma."
"Title","Título"
"Use Callback API","Use Callback API"
"You will be redirected to Checkout by Amazon in a few seconds.","Usted será redirigido a Checkout by Amazon en unos segundos."
"You will receive an order confirmation email with details of your order and a link to track its progress.","Recibirá un email de confirmación de pedido con los detalles de su pedido y un enlace para el seguimiento de su progreso."
"You will receive an order confirmation email with details of your order and a link to track its progress.<br/>","Recibirá un email de confirmación de pedido con los detalles de su pedido y un enlace para el seguimiento de su progreso.<br/>"
"Your billing address will be ignored and you will be redirected to Checkout by Amazon website.","Su dirección de facturación se ignorará y se le redireccionará al Checkout de la web de Amazon."
"Your order has been received.","Su pedido ha sido recibido."
